Company,Product,Normalized Product,AccountID,AccountDescription,AccountType,Count,First Seen,Last Seen
SYNTH COMPANY 022 SRL,SYNTH RAW MATERIAL 00114,synth raw material 00114,371,MARFURI,Activ,1,2025-03-17,2025-03-17
SYNTH COMPANY 023 SRL,SYNTH SERVICE 00753,synth service 00753,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,11,2024-07-19,2026-05-13
SYNTH COMPANY 023 SRL,SYNTH OFFICE 00560,synth office 00560,605,CHELT. CU ENERGIA SI APA,Cheltuieli,7,2024-07-03,2026-02-12
SYNTH COMPANY 023 SRL,SYNTH TRANSPORT 00603,synth transport 00603,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,5,2025-02-21,2026-05-13
SYNTH COMPANY 023 SRL,SYNTH OFFICE 00702,synth office 00702,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,9,2024-07-03,2025-10-15
SYNTH COMPANY 023 SRL,SYNTH RAW MATERIAL 00198,synth raw material 00198,401,FURNIZORI,Pasiv,3,2025-03-30,2025-09-13
SYNTH COMPANY 023 SRL,SYNTH MAINTENANCE 00107,synth maintenance 00107,601,CHELT. CU MATERIILE PRIME,Cheltuieli,12,2024-06-21,2026-02-28
SYNTH COMPANY 023 SRL,SYNTH FUEL 00047,synth fuel 00047,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,8,2025-06-11,2026-01-16
SYNTH COMPANY 023 SRL,SYNTH FUEL 00091,synth fuel 00091,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,2,2025-10-31,2026-01-06
SYNTH COMPANY 023 SRL,SYNTH RAW MATERIAL 00174,synth raw material 00174,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,2,2025-01-02,2025-10-31
SYNTH COMPANY 023 SRL,SYNTH RETAIL 01030,synth retail 01030,607,CHELT. PRIVIND MARFURILE,Cheltuieli,9,2025-02-10,2026-01-16
SYNTH COMPANY 023 SRL,SYNTH SERVICE 01003,synth service 01003,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,3,2025-08-25,2026-01-16
SYNTH COMPANY 023 SRL,SYNTH PACKAGING 00809,synth packaging 00809,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,4,2025-02-15,2026-01-30
SYNTH COMPANY 023 SRL,SYNTH SERVICE 00206,synth service 00206,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,2,2025-01-02,2025-02-10
SYNTH COMPANY 023 SRL,SYNTH MAINTENANCE 00215,synth maintenance 00215,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,3,2025-05-20,2026-06-01
SYNTH COMPANY 023 SRL,SYNTH TRANSPORT 01161,synth transport 01161,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,3,2024-10-26,2026-05-13
SYNTH COMPANY 023 SRL,SYNTH RETAIL 00885,synth retail 00885,4427,TVA COLECTATA,Pasiv,5,2024-11-26,2026-01-07
SYNTH COMPANY 023 SRL,SYNTH MAINTENANCE 00597,synth maintenance 00597,4427,TVA COLECTATA,Pasiv,1,2026-01-07,2026-01-07
SYNTH COMPANY 023 SRL,SYNTH MAINTENANCE 00158,synth maintenance 00158,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2025-12-24,2025-12-24
SYNTH COMPANY 024 SRL,SYNTH UTILITY 00846,synth utility 00846,371,MARFURI,Activ,4,2024-09-29,2026-04-17
SYNTH COMPANY 024 SRL,SYNTH PACKAGING 00790,synth packaging 00790,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,4,2024-08-05,2026-01-12
SYNTH COMPANY 024 SRL,SYNTH UTILITY 00145,synth utility 00145,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,2,2025-08-03,2026-05-06
SYNTH COMPANY 024 SRL,SYNTH UTILITY 00293,synth utility 00293,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,2,2025-08-03,2026-04-05
SYNTH COMPANY 024 SRL,SYNTH MAINTENANCE 01121,synth maintenance 01121,601,CHELT. CU MATERIILE PRIME,Cheltuieli,6,2024-08-05,2026-04-17
SYNTH COMPANY 024 SRL,SYNTH PACKAGING 00905,synth packaging 00905,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,5,2024-08-05,2026-05-06
SYNTH COMPANY 024 SRL,SYNTH UTILITY 00423,synth utility 00423,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,2,2024-07-19,2024-09-09
SYNTH COMPANY 024 SRL,SYNTH FUEL 00481,synth fuel 00481,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,1,2024-07-19,2024-07-19
SYNTH COMPANY 024 SRL,SYNTH SERVICE 00520,synth service 00520,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,2,2024-08-05,2024-10-03
SYNTH COMPANY 024 SRL,SYNTH SERVICE 00753,synth service 00753,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,4,2024-08-05,2026-04-17
SYNTH COMPANY 024 SRL,SYNTH OFFICE 00147,synth office 00147,4427,TVA COLECTATA,Pasiv,1,2024-09-09,2024-09-09
SYNTH COMPANY 024 SRL,SYNTH PACKAGING 00858,synth packaging 00858,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,1,2024-09-09,2024-09-09
SYNTH COMPANY 024 SRL,SYNTH MAINTENANCE 01159,synth maintenance 01159,401,FURNIZORI,Pasiv,2,2024-06-29,2026-01-09
SYNTH COMPANY 024 SRL,SYNTH FUEL 00564,synth fuel 00564,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,1,2025-06-27,2025-06-27
SYNTH COMPANY 024 SRL,SYNTH MAINTENANCE 01018,synth maintenance 01018,4427,TVA COLECTATA,Pasiv,1,2025-05-17,2025-05-17
SYNTH COMPANY 024 SRL,SYNTH UTILITY 00145,synth utility 00145,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,1,2024-09-29,2024-09-29
SYNTH COMPANY 024 SRL,SYNTH UTILITY 00145,synth utility 00145,371,MARFURI,Activ,1,2024-11-03,2024-11-03
SYNTH COMPANY 024 SRL,SYNTH FUEL 00461,synth fuel 00461,605,CHELT. CU ENERGIA SI APA,Cheltuieli,1,2024-11-03,2024-11-03
SYNTH COMPANY 024 SRL,SYNTH MAINTENANCE 01084,synth maintenance 01084,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,1,2024-11-03,2024-11-03
SYNTH COMPANY 024 SRL,SYNTH PACKAGING 00781,synth packaging 00781,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,1,2026-01-12,2026-01-12
SYNTH COMPANY 024 SRL,SYNTH RAW MATERIAL 00721,synth raw material 00721,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,1,2025-04-12,2025-04-12
SYNTH COMPANY 024 SRL,SYNTH MAINTENANCE 00049,synth maintenance 00049,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,1,2025-04-12,2025-04-12
SYNTH COMPANY 025 SRL,SYNTH TRANSPORT 00960,synth transport 00960,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,6,2024-11-01,2026-04-20
SYNTH COMPANY 025 SRL,SYNTH OFFICE 00604,synth office 00604,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,3,2024-10-02,2024-11-01
SYNTH COMPANY 025 SRL,SYNTH RETAIL 00744,synth retail 00744,601,CHELT. CU MATERIILE PRIME,Cheltuieli,5,2024-11-01,2026-06-13
SYNTH COMPANY 025 SRL,SYNTH UTILITY 00943,synth utility 00943,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,12,2024-07-26,2026-04-20
SYNTH COMPANY 025 SRL,SYNTH TRANSPORT 01132,synth transport 01132,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,3,2024-10-14,2024-11-01
SYNTH COMPANY 025 SRL,SYNTH UTILITY 00303,synth utility 00303,4427,TVA COLECTATA,Pasiv,1,2024-11-27,2024-11-27
SYNTH COMPANY 025 SRL,SYNTH SERVICE 00233,synth service 00233,704,VEN. DIN SERVICII PRESTATE,Pasiv,2,2024-11-27,2026-04-16
SYNTH COMPANY 025 SRL,SYNTH RETAIL 00070,synth retail 00070,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,6,2024-07-26,2026-04-24
SYNTH COMPANY 025 SRL,SYNTH OFFICE 00606,synth office 00606,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,1,2025-06-10,2025-06-10
SYNTH COMPANY 025 SRL,SYNTH OFFICE 01085,synth office 01085,4426,TVA DEDUCTIBILA,Activ,3,2024-08-23,2025-11-15
SYNTH COMPANY 025 SRL,SYNTH OFFICE 00296,synth office 00296,605,CHELT. CU ENERGIA SI APA,Cheltuieli,5,2024-10-14,2026-04-20
SYNTH COMPANY 025 SRL,SYNTH RAW MATERIAL 01103,synth raw material 01103,4426,TVA DEDUCTIBILA,Activ,1,2026-04-20,2026-04-20
SYNTH COMPANY 025 SRL,SYNTH MISC 00826,synth misc 00826,4427,TVA COLECTATA,Pasiv,8,2024-12-28,2026-04-16
SYNTH COMPANY 025 SRL,SYNTH RETAIL 00322,synth retail 00322,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,2,2024-08-04,2024-10-29
SYNTH COMPANY 025 SRL,SYNTH SERVICE 00389,synth service 00389,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,1,2026-04-24,2026-04-24
SYNTH COMPANY 025 SRL,SYNTH TRANSPORT 00727,synth transport 00727,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2024-10-02,2024-10-02
SYNTH COMPANY 025 SRL,SYNTH TRANSPORT 00508,synth transport 00508,401,FURNIZORI,Pasiv,2,2026-03-14,2026-06-25
SYNTH COMPANY 025 SRL,SYNTH FUEL 00908,synth fuel 00908,4427,TVA COLECTATA,Pasiv,3,2024-12-28,2026-04-16
SYNTH COMPANY 025 SRL,SYNTH MAINTENANCE 00613,synth maintenance 00613,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,1,2026-02-07,2026-02-07
SYNTH COMPANY 025 SRL,SYNTH UTILITY 00469,synth utility 00469,371,MARFURI,Activ,1,2024-08-23,2024-08-23
SYNTH COMPANY 025 SRL,SYNTH MISC 00143,synth misc 00143,371,MARFURI,Activ,3,2024-08-23,2025-03-27
SYNTH COMPANY 026 SRL,SYNTH OFFICE 00922,synth office 00922,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,9,2024-07-22,2026-03-06
SYNTH COMPANY 026 SRL,SYNTH RETAIL 00861,synth retail 00861,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,1,2026-02-01,2026-02-01
SYNTH COMPANY 026 SRL,SYNTH TRANSPORT 00832,synth transport 00832,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2026-02-01,2026-02-01
SYNTH COMPANY 026 SRL,SYNTH RETAIL 00528,synth retail 00528,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,4,2024-07-22,2026-02-01
SYNTH COMPANY 026 SRL,SYNTH PACKAGING 00512,synth packaging 00512,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2024-06-03,2024-06-03
SYNTH COMPANY 026 SRL,SYNTH PACKAGING 00636,synth packaging 00636,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,1,2024-06-03,2024-06-03
SYNTH COMPANY 026 SRL,SYNTH MAINTENANCE 00323,synth maintenance 00323,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2026-01-24,2026-01-24
SYNTH COMPANY 026 SRL,SYNTH MAINTENANCE 00559,synth maintenance 00559,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,1,2026-03-06,2026-03-06
SYNTH COMPANY 026 SRL,SYNTH PACKAGING 00368,synth packaging 00368,605,CHELT. CU ENERGIA SI APA,Cheltuieli,1,2026-03-06,2026-03-06
SYNTH COMPANY 026 SRL,SYNTH UTILITY 00962,synth utility 00962,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,1,2026-03-06,2026-03-06
SYNTH COMPANY 027 SRL,SYNTH RETAIL 00138,synth retail 00138,601,CHELT. CU MATERIILE PRIME,Cheltuieli,6,2025-03-03,2026-02-26
SYNTH COMPANY 027 SRL,SYNTH UTILITY 00051,synth utility 00051,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,33,2024-06-04,2026-05-28
SYNTH COMPANY 027 SRL,SYNTH FUEL 01008,synth fuel 01008,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,10,2025-03-03,2026-06-30
SYNTH COMPANY 027 SRL,SYNTH RETAIL 01044,synth retail 01044,4426,TVA DEDUCTIBILA,Activ,8,2025-03-03,2026-01-26
SYNTH COMPANY 027 SRL,SYNTH OFFICE 00927,synth office 00927,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,2,2025-07-08,2026-02-26
SYNTH COMPANY 027 SRL,SYNTH OFFICE 01086,synth office 01086,704,VEN. DIN SERVICII PRESTATE,Pasiv,4,2024-08-26,2025-03-16
SYNTH COMPANY 027 SRL,SYNTH SERVICE 00248,synth service 00248,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,8,2024-08-08,2026-06-04
SYNTH COMPANY 027 SRL,SYNTH SERVICE 00180,synth service 00180,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,7,2025-07-25,2026-03-12
SYNTH COMPANY 027 SRL,SYNTH OFFICE 00977,synth office 00977,622,CHELT. CU COMISIOANELE SI ONORARIILE,Cheltuieli,7,2024-07-31,2026-05-28
SYNTH COMPANY 027 SRL,SYNTH MAINTENANCE 00678,synth maintenance 00678,411,CLIENTI,Activ,1,2025-02-02,2025-02-02
SYNTH COMPANY 027 SRL,SYNTH RAW MATERIAL 00558,synth raw material 00558,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,19,2024-07-13,2026-04-16
SYNTH COMPANY 027 SRL,SYNTH OFFICE 00377,synth office 00377,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2025-03-27,2025-03-27
SYNTH COMPANY 027 SRL,SYNTH RAW MATERIAL 00463,synth raw material 00463,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,4,2024-08-12,2026-03-12
SYNTH COMPANY 027 SRL,SYNTH MISC 00319,synth misc 00319,371,MARFURI,Activ,3,2024-08-12,2026-01-01
SYNTH COMPANY 027 SRL,SYNTH OFFICE 00313,synth office 00313,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,1,2024-07-13,2024-07-13
SYNTH COMPANY 027 SRL,SYNTH RETAIL 00280,synth retail 00280,4427,TVA COLECTATA,Pasiv,8,2024-07-13,2026-05-30
SYNTH COMPANY 027 SRL,SYNTH MISC 00301,synth misc 00301,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2026-05-28,2026-05-28
SYNTH COMPANY 027 SRL,SYNTH MAINTENANCE 01171,synth maintenance 01171,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,1,2025-10-02,2025-10-02
SYNTH COMPANY 027 SRL,SYNTH OFFICE 01058,synth office 01058,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2025-05-20,2025-05-20
SYNTH COMPANY 027 SRL,SYNTH PACKAGING 00660,synth packaging 00660,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,2,2025-04-03,2026-03-12
SYNTH COMPANY 027 SRL,SYNTH SERVICE 00913,synth service 00913,4427,TVA COLECTATA,Pasiv,1,2025-12-29,2025-12-29
SYNTH COMPANY 027 SRL,SYNTH SERVICE 00055,synth service 00055,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,1,2024-10-02,2024-10-02
SYNTH COMPANY 027 SRL,SYNTH PACKAGING 00858,synth packaging 00858,411,CLIENTI,Activ,2,2025-03-16,2025-09-15
SYNTH COMPANY 027 SRL,SYNTH FUEL 00888,synth fuel 00888,4427,TVA COLECTATA,Pasiv,4,2024-11-22,2026-04-16
SYNTH COMPANY 027 SRL,SYNTH OFFICE 01019,synth office 01019,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,1,2025-09-12,2025-09-12
SYNTH COMPANY 027 SRL,SYNTH SERVICE 00497,synth service 00497,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,1,2025-09-12,2025-09-12
SYNTH COMPANY 027 SRL,SYNTH SERVICE 00632,synth service 00632,4426,TVA DEDUCTIBILA,Activ,2,2024-08-08,2024-08-28
SYNTH COMPANY 027 SRL,SYNTH RETAIL 00610,synth retail 00610,411,CLIENTI,Activ,1,2025-09-15,2025-09-15
SYNTH COMPANY 027 SRL,SYNTH OFFICE 00169,synth office 00169,371,MARFURI,Activ,1,2026-02-26,2026-02-26
SYNTH COMPANY 028 SRL,SYNTH PACKAGING 00734,synth packaging 00734,401,FURNIZORI,Pasiv,8,2024-09-07,2026-03-27
SYNTH COMPANY 028 SRL,SYNTH UTILITY 00445,synth utility 00445,371,MARFURI,Activ,1,2024-09-07,2024-09-07
SYNTH COMPANY 028 SRL,SYNTH MAINTENANCE 00385,synth maintenance 00385,371,MARFURI,Activ,1,2026-03-27,2026-03-27
SYNTH COMPANY 028 SRL,SYNTH TRANSPORT 00220,synth transport 00220,605,CHELT. CU ENERGIA SI APA,Cheltuieli,1,2026-03-27,2026-03-27
SYNTH COMPANY 028 SRL,SYNTH RAW MATERIAL 00677,synth raw material 00677,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,1,2026-03-27,2026-03-27
SYNTH COMPANY 028 SRL,SYNTH RETAIL 01000,synth retail 01000,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2025-04-21,2025-04-21
SYNTH COMPANY 029 SRL,SYNTH RETAIL 00744,synth retail 00744,601,CHELT. CU MATERIILE PRIME,Cheltuieli,4,2024-12-18,2026-04-10
SYNTH COMPANY 029 SRL,SYNTH RAW MATERIAL 00321,synth raw material 00321,625,"CHELT. CU DEPLASARI, DETASARI",Cheltuieli,8,2024-08-16,2026-04-10
SYNTH COMPANY 029 SRL,SYNTH MISC 00609,synth misc 00609,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,1,2026-01-12,2026-01-12
SYNTH COMPANY 029 SRL,SYNTH TRANSPORT 00302,synth transport 00302,704,VEN. DIN SERVICII PRESTATE,Pasiv,2,2024-06-02,2026-01-12
SYNTH COMPANY 029 SRL,SYNTH RAW MATERIAL 01059,synth raw material 01059,4427,TVA COLECTATA,Pasiv,3,2025-03-21,2026-01-12
SYNTH COMPANY 029 SRL,SYNTH TRANSPORT 00092,synth transport 00092,701,VEN. DIN VANZAREA PROD. FINITE,Pasiv,3,2024-06-02,2026-01-12
SYNTH COMPANY 029 SRL,SYNTH MAINTENANCE 00820,synth maintenance 00820,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,5,2024-08-16,2026-04-10
SYNTH COMPANY 029 SRL,SYNTH RETAIL 01030,synth retail 01030,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,4,2024-08-16,2026-04-10
SYNTH COMPANY 029 SRL,SYNTH OFFICE 00796,synth office 00796,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,1,2024-08-16,2024-08-16
SYNTH COMPANY 029 SRL,SYNTH RAW MATERIAL 00618,synth raw material 00618,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,2,2024-06-08,2026-04-10
SYNTH COMPANY 029 SRL,SYNTH MISC 00668,synth misc 00668,411,CLIENTI,Activ,1,2024-06-02,2024-06-02
SYNTH COMPANY 029 SRL,SYNTH MISC 00668,synth misc 00668,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2025-03-21,2025-03-21
SYNTH COMPANY 029 SRL,SYNTH UTILITY 01076,synth utility 01076,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2025-06-11,2025-06-11
SYNTH COMPANY 029 SRL,SYNTH OFFICE 00552,synth office 00552,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,2,2025-01-31,2025-10-25
SYNTH COMPANY 029 SRL,SYNTH PACKAGING 00160,synth packaging 00160,704,VEN. DIN SERVICII PRESTATE,Pasiv,1,2024-08-02,2024-08-02
SYNTH COMPANY 029 SRL,SYNTH FUEL 00047,synth fuel 00047,601,CHELT. CU MATERIILE PRIME,Cheltuieli,6,2024-12-25,2026-01-16
SYNTH COMPANY 029 SRL,SYNTH MAINTENANCE 00360,synth maintenance 00360,607,CHELT. PRIVIND MARFURILE,Cheltuieli,1,2026-01-16,2026-01-16
SYNTH COMPANY 029 SRL,SYNTH OFFICE 01058,synth office 01058,605,CHELT. CU ENERGIA SI APA,Cheltuieli,1,2026-01-16,2026-01-16
SYNTH COMPANY 029 SRL,SYNTH SERVICE 00060,synth service 00060,607,CHELT. PRIVIND MARFURILE,Cheltuieli,2,2024-09-29,2026-01-16
SYNTH COMPANY 029 SRL,SYNTH UTILITY 00801,synth utility 00801,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2024-12-31,2024-12-31
SYNTH COMPANY 029 SRL,SYNTH RAW MATERIAL 00513,synth raw material 00513,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,1,2025-03-08,2025-03-08
SYNTH COMPANY 029 SRL,SYNTH FUEL 00481,synth fuel 00481,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,1,2024-06-09,2024-06-09
SYNTH COMPANY 029 SRL,SYNTH PACKAGING 00254,synth packaging 00254,612,"CHELT. CU REDEVENTELE, LOCATIILE DE GESTIUNE",Cheltuieli,1,2025-03-02,2025-03-02
SYNTH COMPANY 029 SRL,SYNTH FUEL 00007,synth fuel 00007,613,CHELT. CU PRIMELE DE ASIGURARE,Cheltuieli,1,2025-03-02,2025-03-02
SYNTH COMPANY 030 SRL,SYNTH SERVICE 00802,synth service 00802,401,FURNIZORI,Pasiv,28,2024-06-12,2026-04-06
SYNTH COMPANY 030 SRL,SYNTH SERVICE 00101,synth service 00101,602,CHELT. CU MATERIALELE CONSUMABILE,Cheltuieli,19,2024-06-12,2026-04-06
SYNTH COMPANY 030 SRL,SYNTH MISC 00816,synth misc 00816,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2026-02-23,2026-02-23
SYNTH COMPANY 030 SRL,SYNTH SERVICE 00101,synth service 00101,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,6,2024-06-22,2026-02-23
SYNTH COMPANY 030 SRL,SYNTH SERVICE 00101,synth service 00101,607,CHELT. PRIVIND MARFURILE,Cheltuieli,5,2024-06-12,2026-01-07
SYNTH COMPANY 030 SRL,SYNTH SERVICE 00101,synth service 00101,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,2,2024-10-22,2024-10-22
SYNTH COMPANY 030 SRL,SYNTH UTILITY 01135,synth utility 01135,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2025-12-12,2025-12-12
SYNTH COMPANY 030 SRL,SYNTH PACKAGING 00783,synth packaging 00783,607,CHELT. PRIVIND MARFURILE,Cheltuieli,1,2025-12-12,2025-12-12
SYNTH COMPANY 030 SRL,SYNTH RAW MATERIAL 00482,synth raw material 00482,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,3,2024-12-24,2026-01-16
SYNTH COMPANY 030 SRL,SYNTH FUEL 00481,synth fuel 00481,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,3,2024-06-14,2025-04-16
SYNTH COMPANY 030 SRL,SYNTH OFFICE 00606,synth office 00606,601,CHELT. CU MATERIILE PRIME,Cheltuieli,1,2025-07-19,2025-07-19
SYNTH COMPANY 030 SRL,SYNTH MAINTENANCE 00276,synth maintenance 00276,411,CLIENTI,Activ,4,2025-03-07,2025-12-08
SYNTH COMPANY 030 SRL,SYNTH SERVICE 00787,synth service 00787,704,VEN. DIN SERVICII PRESTATE,Pasiv,2,2025-03-07,2025-12-08
SYNTH COMPANY 030 SRL,SYNTH MISC 00953,synth misc 00953,411,CLIENTI,Activ,1,2025-03-07,2025-03-07
SYNTH COMPANY 031 SRL,SYNTH MISC 00404,synth misc 00404,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,19,2024-07-27,2026-06-14
SYNTH COMPANY 031 SRL,SYNTH RAW MATERIAL 00767,synth raw material 00767,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,16,2024-10-05,2026-06-24
SYNTH COMPANY 031 SRL,SYNTH RAW MATERIAL 00349,synth raw material 00349,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,13,2024-08-17,2026-06-08
SYNTH COMPANY 031 SRL,SYNTH OFFICE 00010,synth office 00010,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,32,2024-06-14,2026-06-26
SYNTH COMPANY 031 SRL,SYNTH FUEL 00732,synth fuel 00732,371,MARFURI,Activ,10,2024-08-17,2026-05-31
SYNTH COMPANY 031 SRL,SYNTH UTILITY 00962,synth utility 00962,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,17,2024-11-13,2026-06-08
SYNTH COMPANY 031 SRL,SYNTH UTILITY 00846,synth utility 00846,371,MARFURI,Activ,7,2024-06-09,2026-05-22
SYNTH COMPANY 031 SRL,SYNTH SERVICE 00341,synth service 00341,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,18,2024-08-17,2026-06-14
SYNTH COMPANY 031 SRL,SYNTH MISC 00181,synth misc 00181,601,CHELT. CU MATERIILE PRIME,Cheltuieli,7,2024-07-07,2026-06-04
SYNTH COMPANY 031 SRL,SYNTH MAINTENANCE 01150,synth maintenance 01150,607,CHELT. PRIVIND MARFURILE,Cheltuieli,11,2024-09-17,2026-06-24
SYNTH COMPANY 031 SRL,SYNTH OFFICE 01085,synth office 01085,4426,TVA DEDUCTIBILA,Activ,9,2024-07-10,2026-05-22
SYNTH COMPANY 031 SRL,SYNTH UTILITY 00551,synth utility 00551,601,CHELT. CU MATERIILE PRIME,Cheltuieli,12,2024-06-04,2026-06-08
SYNTH COMPANY 031 SRL,SYNTH SERVICE 00268,synth service 00268,601,CHELT. CU MATERIILE PRIME,Cheltuieli,6,2025-05-20,2026-05-02
SYNTH COMPANY 031 SRL,SYNTH PACKAGING 00648,synth packaging 00648,6022,CHELT. PRIVIND COMBUSTIBILUL,Cheltuieli,48,2024-06-04,2026-06-24
SYNTH COMPANY 031 SRL,SYNTH PACKAGING 00462,synth packaging 00462,635,"CHELT. CU ALTE IMPOZITE, TAXE",Cheltuieli,5,2024-09-08,2026-04-10
SYNTH COMPANY 031 SRL,SYNTH OFFICE 00006,synth office 00006,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,11,2024-10-05,2026-06-08
SYNTH COMPANY 031 SRL,SYNTH SERVICE 00137,synth service 00137,628,ALTE CHELT. CU SERVICIILE EXECUTATE DE TERTI,Cheltuieli,3,2025-05-20,2026-03-26
SYNTH COMPANY 031 SRL,SYNTH TRANSPORT 01066,synth transport 01066,608,CHELT. PRIVIND AMBALAJELE,Cheltuieli,18,2024-06-05,2026-06-04
SYNTH COMPANY 031 SRL,SYNTH TRANSPORT 00957,synth transport 00957,609,REDUCERI COMERCIALE PRIMITE,Cheltuieli,2,2025-10-30,2026-02-10
SYNTH COMPANY 031 SRL,SYNTH RETAIL 00692,synth retail 00692,707,VEN. DIN VANZAREA MARFURILOR,Pasiv,1,2024-08-08,2024-08-08
